dt;temp;dew_point;feels_like;humidity;wind_speed;wind_deg
1555866000;31.51;22.80;35.96;60;514;320
1555869600;25.21;23.27;26.11;89;926;30
1555873200;24.66;23.09;25.56;91;57;250
1555876800;26.61;23.48;26.61;83;412;270
1555880400;27.82;23.84;31.51;79;463;10
1555884000;27.84;23.86;31.56;79;514;320
1555887600;27.35;24.00;30.77;82;62;20
1555891200;27.05;23.71;30.05;82;514;280
1555894800;26.33;23.60;26.33;85;514;290
1555898400;26.19;23.66;26.19;86;463;290
1555902000;26.08;23.55;26.08;86;36;310
1555905600;26.48;23.36;26.48;83;26;280
1555909200;26.53;23.60;26.53;84;154;280
1555912800;26.23;23.31;26.23;84;31;280
1555916400;26.16;23.24;26.16;84;31;270
1555920000;26.04;23.12;26.04;84;103;0
1555923600;26.27;23.35;26.27;84;21;230
1555927200;26.34;23.42;26.34;84;31;270
1555930800;25.15;23.58;26.10;91;0;0
1555934400;25.23;23.65;26.18;91;103;260
1555938000;27.29;23.54;30.40;80;21;0
1555941600;29.18;23.38;33.32;71;57;40
1555945200;29.96;22.66;33.80;65;514;40
1555948800;28.26;23.40;31.94;75;772;20
1555952400;30.29;23.48;35.00;67;67;20
1555956000;32.93;23.57;38.64;58;72;20
1555959600;31.28;22.59;35.45;60;72;20
1555963200;31.02;22.88;35.40;62;72;30
1555966800;30.71;22.86;34.96;63;772;20
1555970400;29.90;22.35;33.45;64;772;40
1555974000;29.02;21.77;31.88;65;67;10
1555977600;27.96;21.74;30.46;69;412;350
1555981200;27.97;22.22;30.74;71;514;360
1555984800;27.75;22.01;30.31;71;463;350
1555988400;27.04;22.01;29.27;74;31;10
1555992000;26.75;21.28;28.59;72;21;180
1555995600;26.54;21.30;26.54;73;21;90
1555999200;26.54;21.53;26.54;74;21;220
1556002800;25.99;21.22;25.99;75;21;230
1556006400;25.97;21.84;25.97;78;21;320
1556010000;25.48;21.57;26.15;79;21;310
1556013600;25.22;21.73;25.91;81;21;330
1556017200;25.02;22.13;25.77;84;36;280
1556020800;25.98;22.47;25.98;81;412;10
1556024400;27.96;22.67;30.99;73;57;30
1556028000;30.02;21.68;33.07;61;669;30
1556031600;31.14;21.33;34.16;56;72;20
1556035200;32.96;21.80;36.79;52;514;350
1556038800;32.08;20.99;35.01;52;514;180
1556042400;32.19;21.70;35.76;54;31;210
1556046000;28.10;21.88;30.72;69;463;360
1556049600;28.33;22.33;31.32;70;57;60
1556053200;28.90;22.88;32.51;70;463;320
1556056800;28.04;22.06;30.74;70;67;300
1556060400;26.72;22.14;28.83;76;514;30
1556064000;27.29;22.25;29.75;74;36;30
1556067600;26.47;22.32;26.47;78;31;320
1556071200;26.04;22.73;26.04;82;31;310
1556074800;25.41;22.31;26.17;83;26;320
1556078400;26.59;22.01;26.59;76;45;224
1556082000;26.16;22.02;26.16;78;21;290
1556085600;25.97;22.25;25.97;80;154;300
1556089200;25.67;21.96;26.38;80;0;0
1556092800;25.42;22.12;26.16;82;103;0
1556096400;25.35;21.85;26.06;81;103;0
1556100000;25.23;22.14;25.98;83;0;0
1556103600;23.96;21.85;24.71;88;154;270
1556107200;24.07;22.51;24.91;91;154;310
1556110800;27.29;22.25;29.75;74;26;20
1556114400;28.98;22.48;32.32;68;26;340
1556118000;31.02;22.34;34.89;60;463;30
1556121600;31.37;20.95;34.14;54;62;350
1556125200;33.19;20.36;35.82;47;412;320
1556128800;33.21;20.38;35.86;47;36;220
1556132400;33.65;20.43;36.42;46;36;190
1556136000;33.30;19.76;35.49;45;62;290
1556139600;32.40;19.98;34.61;48;62;300
1556143200;31.96;19.24;33.60;47;72;350
1556146800;30.04;19.72;31.78;54;57;340
1556150400;28.92;20.64;31.05;61;463;330
1556154000;27.10;20.92;28.94;69;31;330
1556157600;26.12;20.90;26.12;73;36;20
1556161200;26.00;21.23;26.00;75;514;40
1556164800;26.11;20.44;26.11;71;154;30
1556168400;25.48;20.29;25.99;73;21;10
1556172000;25.35;20.81;25.93;76;154;250
1556175600;25.29;20.97;25.89;77;103;0
1556179200;24.86;21.17;25.49;80;154;290
1556182800;24.86;21.17;25.49;80;103;330
1556186400;24.61;21.33;25.27;82;0;0
1556190000;23.83;21.16;24.49;85;103;0
1556193600;24.03;21.16;24.68;84;21;320
1556197200;27.14;22.32;29.56;75;31;10
1556200800;29.16;21.65;31.98;64;31;10
1556204400;30.27;21.37;33.14;59;412;210
1556208000;31.88;21.42;35.13;54;412;210
1556211600;33.78;20.90;36.97;47;57;190
1556215200;33.24;20.75;36.20;48;57;190
1556218800;33.76;21.89;37.87;50;514;300
1556222400;33.19;21.69;36.97;51;67;300
1556226000;32.60;21.78;36.33;53;62;300
1556229600;32.21;22.32;36.37;56;57;300
1556233200;30.35;21.99;33.73;61;72;310
1556236800;29.18;22.67;32.74;68;514;310
1556240400;28.12;22.82;31.33;73;463;360
1556244000;27.14;22.76;29.75;77;412;320
1556247600;27.00;22.62;29.46;77;412;320
1556251200;27.40;22.58;30.08;75;103;0
1556254800;26.54;22.18;26.54;77;103;0
1556258400;26.33;21.97;26.33;77;0;0
1556262000;26.53;22.80;26.53;80;45;319
1556265600;26.12;22.60;26.12;81;0;0
1556269200;26.34;22.82;26.34;81;103;0
1556272800;26.27;22.95;26.27;82;1;0
1556276400;25.98;23.07;25.98;84;31;20
1556280000;26.08;22.77;26.08;82;21;310
1556283600;28.07;23.44;31.66;76;26;330
1556287200;30.14;23.08;34.42;66;514;30
1556290800;31.41;22.43;35.47;59;26;360
1556294400;32.67;22.15;36.77;54;62;10
1556298000;33.69;23.09;39.07;54;36;280
1556301600;28.14;22.38;31.08;71;62;200
1556305200;28.28;24.07;32.47;78;514;200
1556308800;29.09;24.42;34.13;76;31;250
1556312400;30.88;23.53;35.87;65;57;260
1556316000;31.26;23.37;36.22;63;67;310
1556319600;30.10;22.79;34.10;65;57;310
1556323200;28.92;23.13;32.74;71;514;320
1556326800;28.00;23.15;31.36;75;36;330
1556330400;27.29;23.33;30.28;79;36;10
1556334000;27.00;23.46;29.83;81;31;310
1556337600;27.10;22.50;29.57;76;21;300
1556341200;27.10;22.72;29.67;77;26;290
1556344800;27.40;22.79;30.19;76;103;0
1556348400;27.22;23.05;30.02;78;45;232
1556352000;27.22;22.84;29.92;77;0;0
1556355600;26.85;22.48;29.16;77;45;309
1556359200;27.34;22.74;30.07;76;21;300
1556362800;26.33;23.01;26.33;82;36;20
1556366400;27.04;23.50;29.93;81;31;320
1556370000;28.10;23.47;31.73;76;57;350
1556373600;30.14;23.58;34.89;68;514;350
1556377200;31.90;22.89;36.55;59;514;330
1556380800;33.10;22.54;37.72;54;823;30
1556384400;33.16;22.29;37.53;53;57;340
1556388000;33.26;22.38;37.75;53;31;330
1556391600;31.41;24.79;38.08;68;514;270
1556395200;29.75;25.28;36.13;77;31;330
1556395200;29.75;25.28;36.13;77;31;330
1556398800;30.68;25.05;37.33;72;26;310
1556402400;30.71;24.12;36.27;68;514;320
1556406000;30.20;24.36;35.79;71;514;320
1556409600;29.09;24.20;33.92;75;463;320
1556413200;28.29;23.87;32.33;77;412;320
1556416800;28.06;24.49;32.41;81;514;20
1556420400;28.00;24.43;32.25;81;26;330
1556424000;28.46;24.25;32.92;78;21;290
1556427600;27.90;24.54;32.15;82;21;290
1556431200;27.69;24.34;31.61;82;154;280
1556434800;27.60;24.25;31.38;82;103;0
1556438400;27.48;24.33;31.21;83;103;0
1556442000;27.34;23.99;30.74;82;0;0
1556445600;27.35;23.80;30.65;81;154;240
1556449200;26.40;23.67;26.40;85;103;0
1556452800;27.01;24.27;30.25;85;26;10
1556456400;28.00;23.59;31.65;77;412;10
1556460000;29.87;24.04;34.96;71;412;350
1556463600;31.21;23.85;36.66;65;57;360
1556467200;32.80;23.73;38.67;59;62;10
1556470800;32.79;23.15;37.98;57;62;10
1556474400;33.22;23.26;38.66;56;62;350
1556478000;33.16;23.78;39.21;58;62;10
1556481600;34.16;22.90;39.45;52;62;350
1556485200;33.19;22.63;37.92;54;62;10
1556488800;32.14;23.67;37.72;61;67;320
1556492400;30.88;23.79;36.14;66;72;360
1556496000;29.86;23.55;34.47;69;62;10
1556499600;28.98;24.32;33.85;76;62;10
1556503200;28.06;24.28;32.25;80;514;10
1556506800;28.06;23.86;31.94;78;31;320
1556510400;28.21;22.68;31.37;72;154;190
1556514000;27.86;22.80;30.92;74;154;210
1556517600;28.03;24.25;32.17;80;103;0
1556521200;28.11;24.12;32.22;79;103;0
1556524800;27.10;22.93;29.77;78;103;0
1556528400;27.44;22.83;30.28;76;103;0
1556532000;27.90;23.71;31.56;78;45;281
1556535600;27.14;24.00;30.37;83;31;300
1556539200;28.00;24.43;32.25;81;412;10
1556542800;29.90;24.07;35.03;71;412;10
1556546400;31.01;23.91;36.46;66;514;10
1556550000;32.04;23.57;37.48;61;31;200
1556553600;32.65;24.42;39.33;62;36;110
1556557200;33.69;23.99;40.16;57;36;20
1556560800;32.80;24.28;39.36;61;463;20
1556564400;35.16;23.82;41.88;52;412;40
1556568000;32.80;24.01;39.01;60;514;40
1556571600;33.63;24.22;40.39;58;67;40
1556575200;31.63;24.50;38.02;66;67;40
1556578800;30.98;23.88;36.39;66;62;30
1556582400;29.83;24.00;34.86;71;57;30
1556586000;28.98;23.65;33.25;73;412;320
1556589600;28.20;23.35;31.80;75;36;310
1556593200;28.06;23.65;31.79;77;463;310
1556596800;27.86;22.57;30.78;73;103;0
1556600400;27.86;22.57;30.78;73;21;310
1556604000;27.86;23.24;31.19;76;154;150
1556607600;27.65;23.25;30.85;77;21;140
1556611200;27.31;23.14;30.22;78;103;0
1556614800;27.35;24.21;30.88;83;103;0
1556618400;27.10;23.76;30.17;82;154;50
1556622000;27.00;24.06;30.12;84;21;310
1556625600;27.78;24.01;31.56;80;31;20
1556629200;28.95;24.51;33.97;77;412;20
1556632800;30.06;24.69;35.94;73;26;10
1556636400;31.14;23.78;36.49;65;514;10
1556640000;32.63;23.29;37.93;58;62;350
1556643600;32.37;23.61;37.95;60;412;350
1556647200;31.81;23.89;37.54;63;412;30
1556650800;28.28;24.91;33.16;82;463;290
1556654400;27.69;24.34;31.61;82;36;250
1556658000;31.14;24.28;37.07;67;463;330
1556661600;31.02;24.17;36.77;67;57;130
1556665200;29.74;24.61;35.35;74;154;70
1556668800;28.07;23.87;31.96;78;103;0
1556672400;27.98;24.41;32.20;81;154;200
1556676000;27.88;24.52;32.10;82;21;320
1556679600;27.78;23.80;31.42;79;36;320
1556683200;27.65;23.25;30.85;77;154;70
1556686800;27.69;23.92;31.34;80;21;200
1556690400;27.56;23.80;31.03;80;26;210
1556694000;27.10;23.35;29.96;80;21;310
1556697600;27.10;23.56;30.06;81;103;0
1556701200;27.10;23.35;29.96;80;1;0
1556704800;26.75;22.59;29.04;78;103;0
1556708400;27.10;23.76;30.17;82;154;290
1556712000;27.00;23.66;29.93;82;26;360
1556715600;27.29;24.15;30.73;83;21;330
1556719200;29.24;24.35;34.30;75;26;20
1556722800;31.16;24.30;37.12;67;463;20
1556726400;33.82;24.40;40.82;58;412;20
1556730000;33.04;23.67;38.91;58;514;10
1556733600;33.94;23.01;39.30;53;31;180
1556737200;34.06;23.12;39.58;53;26;170
1556740800;33.81;24.10;40.47;57;26;180
1556744400;32.41;23.08;37.41;58;463;320
1556748000;32.18;23.43;37.50;60;463;320
1556751600;31.09;24.24;36.94;67;463;320
1556755200;29.98;24.14;35.23;71;36;320
1556758800;29.08;23.74;33.49;73;463;320
1556762400;28.06;23.65;31.79;77;514;330
1556766000;27.97;23.99;31.87;79;412;320
1556769600;28.24;23.38;31.89;75;21;260
1556773200;27.90;23.71;31.56;78;21;320
1556776800;28.11;23.70;31.90;77;45;207
1556780400;28.03;23.40;31.57;76;15;290
1556784000;27.56;23.59;30.90;79;154;290
1556787600;27.56;23.59;30.90;79;0;0
1556791200;27.56;23.59;30.90;79;0;0
1556794800;27.04;23.70;30.02;82;412;20
1556798400;27.78;23.80;31.42;79;31;330
1556802000;28.77;23.67;32.95;74;57;20
1556805600;30.49;23.67;35.47;67;412;330
1556809200;31.98;23.52;37.33;61;772;30
1556812800;32.97;23.89;39.09;59;57;30
1556816400;34.04;23.41;39.90;54;514;20
1556820000;33.22;23.84;39.36;58;57;300
1556823600;33.96;23.94;40.46;56;62;310
1556827200;34.68;22.73;39.93;50;57;350
1556830800;33.25;22.68;38.05;54;72;300
1556834400;32.22;22.62;36.68;57;772;20
1556838000;31.01;22.61;35.12;61;72;310
1556841600;30.00;23.45;34.56;68;463;320
1556845200;29.08;23.52;33.29;72;463;20
1556848800;28.06;23.43;31.64;76;36;330
1556852400;28.06;23.43;31.64;76;463;20
1556856000;28.03;22.96;31.28;74;21;300
1556859600;28.11;23.48;31.75;76;103;0
1556863200;27.69;23.07;30.81;76;103;0
1556866800;27.77;23.15;30.99;76;154;210
1556870400;27.35;23.17;30.31;78;154;220
1556874000;27.13;23.38;30.03;80;21;220
1556877600;27.48;23.72;30.84;80;103;0
1556881200;26.31;23.39;26.31;84;26;340
1556884800;27.19;23.85;30.38;82;31;340
1556888400;28.24;23.38;31.89;75;31;320
1556892000;30.22;23.66;35.08;68;463;20
1556895600;32.07;23.05;36.94;59;514;340
1556899200;32.38;23.62;37.98;60;31;180
1556902800;33.12;23.74;39.11;58;514;330
1556906400;33.27;23.30;38.77;56;57;280
1556910000;33.16;23.20;38.51;56;463;310
1556913600;33.24;23.86;39.40;58;463;300
1556917200;32.36;23.32;37.61;59;57;290
1556920800;31.30;23.15;36.03;62;62;310
1556924400;30.06;23.50;34.70;68;67;20
1556928000;29.05;23.72;33.42;73;514;20
1556931600;28.98;23.65;33.25;73;463;310
1556935200;28.16;24.17;32.34;79;463;310
1556938800;28.06;23.86;31.94;78;36;320
1556942400;28.24;23.60;32.05;76;154;300
1556946000;27.86;22.57;30.78;73;154;150
1556949600;27.69;23.71;31.20;79;21;260
1556953200;27.69;23.92;31.34;80;21;270
1556956800;27.69;23.92;31.34;80;154;60
1556960400;27.56;23.80;31.03;80;154;350
1556964000;27.56;23.80;31.03;80;21;310
1556967600;26.44;23.71;26.44;85;154;340
1556971200;27.10;23.96;30.27;83;21;260
1556974800;29.16;24.27;34.09;75;31;10
1556978400;30.41;23.34;35.03;66;36;350
1556982000;32.39;22.78;37.06;57;514;340
1556985600;33.55;22.02;37.74;51;62;20
1556989200;32.12;24.18;38.31;63;412;180
1556992800;31.92;24.52;38.45;65;514;190
1556996400;31.28;24.42;37.43;67;412;200
1557000000;30.97;23.87;36.36;66;412;320
1557003600;31.10;23.99;36.68;66;62;320
1557007200;30.28;23.96;35.47;69;62;350
1557007200;30.28;23.96;35.47;69;62;350
1557010800;30.04;23.73;34.89;69;62;20
1557014400;29.12;24.23;33.99;75;412;20
1557018000;28.98;24.75;34.26;78;26;330
1557021600;28.94;24.50;33.95;77;21;320
1557025200;28.06;23.86;31.94;78;26;330
1557028800;28.42;22.65;31.66;71;103;0
1557032400;28.24;23.60;32.05;76;154;220
1557036000;28.24;24.04;32.37;78;0;0
1557039600;27.90;24.13;31.85;80;0;0
1557043200;27.35;24.21;30.88;83;103;0
1557046800;27.68;24.73;31.87;84;0;0
1557050400;26.79;23.86;29.61;84;103;0
1557054000;26.31;24.16;26.31;88;154;360
1557057600;27.17;24.62;30.77;86;154;330
1557061200;28.31;24.32;32.72;79;412;20
1557064800;29.94;24.57;35.63;73;412;20
1557068400;31.27;23.64;36.52;64;463;340
1557072000;32.88;24.08;39.21;60;412;310
1557075600;33.10;23.73;39.06;58;62;340
1557079200;33.66;23.36;39.35;55;62;350
1557082800;33.22;24.68;40.22;61;463;310
1557086400;32.33;24.90;39.33;65;62;320
1557090000;31.27;24.41;37.40;67;57;310
1557093600;30.50;24.64;36.56;71;62;310
1557097200;30.14;24.99;36.42;74;72;350
1557100800;29.37;24.47;34.63;75;463;310
1557104400;28.31;24.32;32.72;79;412;340
1557108000;28.12;24.34;32.40;80;26;320
1557111600;28.12;23.92;32.08;78;31;340
1557115200;28.88;23.78;33.21;74;103;0
1557118800;28.42;22.65;31.66;71;103;0
1557122400;28.24;24.25;32.54;79;103;0
1557126000;28.03;24.25;32.17;80;45;287
1557129600;27.65;23.68;31.11;79;1;0
1557133200;28.11;24.33;32.38;80;0;0
1557136800;27.35;24.00;30.77;82;45;0
1557140400;26.48;24.33;26.48;88;36;350
1557144000;27.04;24.69;30.53;87;21;310
1557147600;29.02;24.36;33.95;76;36;350
1557151200;31.04;23.94;36.53;66;36;30
1557154800;31.01;24.41;37.03;68;36;60
1557158400;32.81;24.02;39.04;60;412;10
1557162000;33.33;23.36;38.92;56;463;360
1557165600;31.51;23.87;37.10;64;26;40
1557169200;32.10;24.69;38.93;65;31;340
1557169200;32.10;24.69;38.93;65;31;340
1557172800;32.98;24.18;39.47;60;514;330
1557176400;32.82;23.75;38.72;59;62;310
1557180000;31.90;25.01;38.90;67;412;300
1557183600;30.84;24.25;36.60;68;412;320
1557187200;30.05;24.21;35.41;71;36;320
1557190800;29.04;23.93;33.59;74;31;320
1557194400;28.84;23.74;33.11;74;412;310
1557198000;28.06;23.43;31.64;76;412;310
1557201600;28.67;23.58;32.71;74;103;0
1557205200;27.86;23.02;31.05;75;103;0
1557208800;28.11;23.70;31.90;77;103;0
1557212400;27.90;24.13;31.85;80;103;0
1557216000;27.69;24.13;31.47;81;0;0
1557219600;27.35;24.00;30.77;82;103;0
1557223200;27.35;24.21;30.88;83;103;0
1557226800;26.44;23.91;26.44;86;154;20
1557230400;27.04;24.50;30.43;86;31;300
1557234000;28.35;24.36;32.82;79;26;30
1557237600;30.14;23.82;35.13;69;26;330
1557241200;32.01;24.60;38.69;65;21;150
1557244800;31.25;23.88;36.76;65;309;190
1557248400;30.76;24.17;36.40;68;26;220
1557252000;32.16;25.50;39.16;68;31;280
1557255600;32.80;25.09;39.80;64;412;300
1557259200;33.63;25.61;40.63;63;36;320
1557262800;33.98;24.83;40.98;59;412;320
1557266400;31.98;24.83;38.95;66;62;290
1557270000;30.98;24.86;37.55;70;412;310
1557273600;30.03;24.66;35.86;73;36;320
1557277200;29.08;23.74;33.49;73;36;310
1557280800;28.98;23.87;33.45;74;412;310
1557284400;28.73;24.51;33.61;78;412;310
1557288000;28.42;23.11;31.98;73;103;0
1557291600;27.86;22.57;30.78;73;21;310
1557295200;27.86;23.45;31.32;77;21;210
1557298800;27.86;23.45;31.32;77;103;0
1557302400;27.86;22.80;30.92;74;154;320
1557306000;27.69;24.13;31.47;81;103;0
1557309600;27.65;23.68;31.11;79;154;130
1557313200;27.17;24.62;30.77;86;154;20
1557316800;27.01;24.85;30.55;88;103;0
1557320400;28.02;23.61;31.69;77;154;30
1557324000;29.43;24.31;34.56;74;103;0
1557327600;30.17;24.33;35.71;71;31;210
1557331200;31.00;25.12;37.90;71;36;180
1557334800;30.98;25.34;37.98;72;463;210
1557338400;31.04;24.92;37.71;70;36;180
1557342000;29.76;24.62;35.40;74;412;200
1557342000;29.76;24.62;35.40;74;412;200
1557345600;27.03;24.87;30.61;88;31;10
1557345600;27.03;24.87;30.61;88;31;10
1557349200;26.23;24.83;26.23;92;26;10
1557352800;26.87;24.52;30.08;87;154;150
1557356400;26.87;24.90;30.27;89;154;350
1557360000;26.69;24.91;29.87;90;154;190
1557363600;26.69;25.28;30.03;92;21;320
1557363600;26.69;25.28;30.03;92;21;320
1557367200;26.69;25.28;30.03;92;21;300
1557370800;25.98;24.94;25.98;94;154;330
1557370800;25.98;24.94;25.98;94;154;330
1557374400;26.45;24.86;26.45;91;154;230
1557378000;26.66;24.88;26.66;90;21;320
1557381600;26.66;24.88;26.66;90;0;0
1557385200;26.20;24.43;26.20;90;0;0
1557388800;25.99;24.22;25.99;90;0;0
1557392400;26.20;24.43;26.20;90;0;0
1557396000;26.20;24.43;26.20;90;154;40
1557399600;26.03;24.81;26.03;93;51;0
1557403200;26.00;25.31;26.00;96;103;340
1557406800;27.02;25.24;30.79;90;103;0
1557410400;28.35;24.77;33.17;81;154;270
1557414000;28.35;24.77;33.17;81;21;190
1557417600;28.44;25.47;33.97;84;41;190
1557417600;28.44;25.47;33.97;84;41;190
1557421200;28.23;25.86;33.92;87;154;210
1557424800;27.39;25.22;31.61;88;36;250
1557428400;27.19;24.64;30.82;86;31;330
1557428400;27.19;24.64;30.82;86;31;330
1557432000;26.98;24.44;30.27;86;31;60
1557432000;26.98;24.44;30.27;86;31;60
1557435600;26.08;24.12;26.08;89;21;360
1557435600;26.08;24.12;26.08;89;21;360
1557439200;25.96;24.38;25.96;91;103;20
1557442800;25.96;24.74;25.96;93;154;40
1557442800;25.96;24.74;25.96;93;154;40
1557446400;25.30;24.09;26.31;93;103;0
1557450000;25.77;24.37;26.80;92;154;330
1557453600;25.06;24.20;26.10;95;103;0
1557457200;25.23;24.19;26.26;94;51;350
1557460800;26.05;24.65;26.05;92;0;0
1557464400;25.89;24.31;26.91;91;103;0
1557468000;26.05;24.65;26.05;92;103;0
1557471600;25.33;23.94;26.32;92;103;0
1557475200;25.81;24.41;26.85;92;21;40
1557478800;25.61;24.21;26.63;92;154;30
1557482400;25.55;24.15;26.56;92;0;0
1557486000;25.05;24.19;26.09;95;154;10
1557489600;25.28;24.24;26.32;94;21;50
1557493200;26.88;24.91;30.30;89;26;40
1557496800;27.09;24.35;30.45;85;26;90
1557500400;25.59;23.64;26.53;89;412;140
1557504000;26.43;24.09;26.43;87;154;0
1557507600;27.31;23.96;30.67;82;21;200
1557511200;27.45;23.48;30.65;79;412;190
1557514800;29.77;23.71;34.48;70;31;210
1557518400;30.09;22.01;33.42;62;36;170
1557522000;28.16;22.86;31.41;73;412;190
1557525600;28.45;22.91;31.88;72;412;160
1557529200;27.69;22.85;30.69;75;26;170
1557532800;27.02;23.06;29.69;79;21;200
1557536400;26.73;23.20;29.23;81;0;0
1557540000;26.73;23.20;29.23;81;51;0
1557543600;26.29;23.76;26.29;86;154;350
1557547200;27.17;24.43;30.66;85;154;40
1557550800;26.93;24.39;30.14;86;0;0
1557554400;25.64;23.12;26.51;86;0;0
1557558000;26.10;23.96;26.10;88;103;0
1557561600;26.01;24.05;26.01;89;103;0
1557565200;26.10;23.77;26.10;87;154;30
1557568800;25.00;23.61;25.96;92;103;0
1557572400;25.28;23.70;26.24;91;0;0
1557576000;25.77;24.19;26.78;91;154;320
1557579600;27.04;23.90;30.12;83;103;0
1557583200;28.10;23.90;32.03;78;0;0
1557586800;28.31;24.32;32.72;79;154;160
1557590400;29.08;24.42;34.10;76;26;160
1557594000;29.49;24.37;34.71;74;412;200
1557597600;28.62;23.53;32.60;74;412;200
1557601200;28.61;23.96;32.93;76;36;180
1557604800;28.31;23.67;32.21;76;21;190
1557608400;29.16;24.05;33.88;74;26;210
1557612000;29.12;23.78;33.58;73;26;350
1557615600;28.87;23.77;33.18;74;31;320
1557619200;27.84;23.43;31.28;77;26;320
1557622800;27.02;23.68;29.98;82;21;330
1557626400;26.82;23.69;29.60;83;26;20
1557630000;26.30;23.38;26.30;84;154;30
1557633600;26.66;24.12;26.66;86;103;0
1557637200;26.66;24.12;26.66;86;154;300
1557640800;26.17;24.02;26.17;88;103;0
1557644400;25.78;23.64;26.71;88;103;0
1557648000;25.55;23.60;26.48;89;0;0
1557651600;25.33;23.57;26.27;90;0;0
1557655200;25.23;23.84;26.21;92;1;0
1557658800;24.85;23.10;25.74;90;154;310
1557662400;25.06;23.67;26.02;92;154;280
1557666000;26.16;24.39;26.16;90;154;280
1557669600;28.64;23.99;33.00;76;31;290
1557673200;30.98;24.13;36.67;67;412;190
1557676800;32.03;23.83;37.76;62;412;210
1557680400;32.33;24.11;38.51;62;412;190
1557684000;32.16;24.48;38.75;64;463;190
1557687600;33.08;23.42;38.66;57;514;200
1557691200;32.26;22.94;37.07;58;463;180
1557694800;32.85;23.78;38.79;59;463;190
1557698400;32.84;23.77;38.77;59;463;190
1557702000;31.83;24.43;38.22;65;36;310
1557705600;29.86;24.49;35.42;73;26;320
1557709200;28.98;24.97;34.47;79;36;320
1557712800;28.10;24.53;32.51;81;36;330
1557716400;28.06;24.49;32.41;81;31;320
1557720000;28.46;24.03;32.74;77;154;230
1557723600;27.82;24.26;31.80;81;31;260
1557727200;27.56;24.41;31.42;83;26;260
1557730800;27.77;25.01;32.26;85;26;300
1557734400;26.89;23.96;29.86;84;21;280
1557738000;27.00;24.65;30.43;87;154;340
1557741600;26.79;24.44;29.87;87;21;250
1557745200;26.16;24.20;26.16;89;21;360
1557748800;26.04;24.64;26.04;92;103;0
1557752400;28.02;24.66;32.46;82;21;330
1557756000;29.43;24.31;34.56;74;31;30
1557759600;31.70;24.05;37.57;64;36;320
1557763200;31.43;24.05;37.21;65;514;150
1557766800;30.46;24.13;35.92;69;72;50
1557770400;27.58;24.83;31.74;85;57;50
1557770400;27.58;24.83;31.74;85;57;50
1557774000;27.08;25.67;31.19;92;26;280
1557774000;27.08;25.67;31.19;92;26;280
1557777600;27.26;25.10;31.24;88;36;280
1557777600;27.26;25.10;31.24;88;36;280
1557781200;28.14;24.77;32.78;82;31;260
1557784800;29.07;25.26;34.94;80;26;260
1557788400;28.10;24.94;32.84;83;31;210
1557792000;27.92;24.96;32.51;84;21;230
1557795600;26.90;24.93;30.35;89;154;280
1557799200;26.91;25.31;30.58;91;154;300
1557802800;26.16;24.94;26.16;93;26;270
1557806400;27.13;25.16;31.00;89;154;270
1557810000;27.00;25.22;30.74;90;21;250
1557813600;26.79;25.01;30.14;90;21;260
1557817200;26.70;24.35;29.64;87;147;210
1557820800;26.45;24.68;26.45;90;103;0
1557824400;26.42;24.27;26.42;88;0;0
1557828000;26.32;24.73;26.32;91;0;0
1557831600;25.10;24.07;26.12;94;103;0
1557835200;25.14;24.46;26.22;96;26;20
1557838800;26.30;24.71;26.30;91;26;40
1557842400;29.20;24.75;34.63;77;154;60
1557846000;29.77;24.63;35.43;74;154;260
1557849600;30.14;23.82;35.13;69;31;160
1557853200;30.05;25.13;36.44;75;514;150
1557856800;29.11;25.09;34.83;79;57;190
1557860400;29.20;24.75;34.63;77;412;170
1557864000;29.35;24.00;34.14;73;57;220
1557867600;28.44;24.44;33.05;79;57;170
1557867600;28.44;24.44;33.05;79;57;170
1557871200;28.10;24.53;32.51;81;412;220
1557871200;28.10;24.53;32.51;81;412;220
1557874800;27.94;25.18;32.73;85;257;200
1557878400;27.04;24.10;30.22;84;31;270
1557882000;27.15;24.01;30.39;83;26;350
1557885600;26.67;24.70;29.73;89;154;320
1557889200;25.94;24.36;26.97;91;26;360
1557892800;27.21;25.42;31.34;90;31;50
1557896400;27.01;24.85;30.55;88;103;0
1557900000;26.23;24.46;26.23;90;0;0
1557903600;26.23;24.64;26.23;91;0;0
1557907200;26.45;24.86;26.45;91;0;0
1557910800;26.66;25.07;26.66;91;0;0
1557914400;25.64;23.88;26.61;90;154;50
1557918000;25.79;24.21;26.80;91;103;0
1557921600;25.88;24.30;26.90;91;103;0
1557925200;27.82;25.26;32.55;86;154;40
1557928800;29.44;24.54;34.81;75;21;80
1557932400;30.55;25.16;37.26;73;154;0
1557936000;30.28;25.12;36.80;74;36;100
1557939600;29.29;25.05;35.09;78;463;150
1557943200;27.32;24.57;31.05;85;823;180
1557946800;27.23;24.68;30.93;86;31;230
1557946800;27.23;24.68;30.93;86;31;230
1557950400;26.89;24.35;30.04;86;31;340
1557954000;26.05;23.91;26.05;88;36;320
1557957600;25.56;23.04;26.42;86;36;360
1557961200;26.22;23.10;26.22;83;26;330
1557964800;25.91;23.00;26.75;84;206;360
1557968400;25.73;23.02;26.58;85;309;80
1557972000;25.63;23.30;26.52;87;206;30
1557975600;25.18;23.05;26.05;88;206;70
1557979200;25.62;23.10;26.48;86;0;0
1557982800;25.39;23.07;26.26;87;0;0
